segments,top_k,threshold,pr_auc,f1,precision,recall
9,4,0.0021382183767855167,0.7876645515790892,0.8,0.9411764705882353,0.6956521739130435
9,5,0.0018429430201649666,0.7381750157661706,0.7894736842105263,1.0,0.6521739130434783
9,6,0.001633650274015963,0.6767322674886174,0.7027027027027027,0.9285714285714286,0.5652173913043478
9,7,0.0014180083526298404,0.6767406257482037,0.7027027027027027,0.9285714285714286,0.5652173913043478
9,8,0.0012554298155009747,0.6778767281646154,0.7027027027027027,0.9285714285714286,0.5652173913043478
9,9,0.001122817862778902,0.6758710404585644,0.7027027027027027,0.9285714285714286,0.5652173913043478
9,10,0.001122817862778902,0.6758710404585644,0.7027027027027027,0.9285714285714286,0.5652173913043478
10,1,0.003791856113821268,0.8476765631001563,0.8163265306122449,0.7692307692307693,0.8695652173913043
10,2,0.0032086344435811043,0.8460622123800636,0.8181818181818182,0.8571428571428571,0.782608695652174
10,3,0.0024556361604481936,0.825738915137107,0.8181818181818182,0.8571428571428571,0.782608695652174
10,4,0.0022925445809960365,0.7943119910335763,0.8,0.9411764705882353,0.6956521739130435
10,5,0.0019521914655342698,0.7520379188498967,0.8205128205128205,1.0,0.6956521739130435
10,6,0.001736166886985302,0.7183861681042886,0.7692307692307693,0.9375,0.6521739130434783
10,7,0.0015777541557326913,0.6781345923964616,0.7027027027027027,0.9285714285714286,0.5652173913043478
10,8,0.00139532214961946,0.6808847560693967,0.7027027027027027,0.9285714285714286,0.5652173913043478
10,9,0.0012491284869611263,0.6847244135480082,0.7222222222222222,1.0,0.5652173913043478
10,10,0.0011308842804282904,0.6847706034264472,0.7222222222222222,1.0,0.5652173913043478
11,1,0.004099443554878235,0.8002570640476291,0.8095238095238095,0.8947368421052632,0.7391304347826086
11,2,0.0032046115957200527,0.8523039874602129,0.8181818181818182,0.8571428571428571,0.782608695652174
11,3,0.0025244757998734713,0.8325689002749661,0.8181818181818182,0.8571428571428571,0.782608695652174
11,4,0.0024214405566453934,0.8156567699132583,0.8,0.9411764705882353,0.6956521739130435
11,5,0.0020816470496356487,0.7588420652370946,0.8,0.9411764705882353,0.6956521739130435
11,6,0.0018625763477757573,0.7298145200052675,0.7894736842105263,1.0,0.6521739130434783
11,7,0.0016921745846047997,0.6875111723569762,0.7368421052631579,0.9333333333333333,0.6086956521739131
11,8,0.0014960237313061953,0.6772851686375744,0.717948717948718,0.875,0.6086956521739131
11,9,0.0013432310661301017,0.6801334736263652,0.7368421052631579,0.9333333333333333,0.6086956521739131
11,10,0.001215666881762445,0.6801426771912811,0.7368421052631579,0.9333333333333333,0.6086956521739131
12,1,0.004346088506281376,0.8420303304241571,0.7906976744186046,0.85,0.7391304347826086
12,2,0.004008510150015354,0.8468424016429188,0.8205128205128205,1.0,0.6956521739130435
12,3,0.0026047304272651672,0.8301002113419435,0.8181818181818182,0.8571428571428571,0.782608695652174
12,4,0.0026009702123701572,0.8200478845889558,0.8,0.9411764705882353,0.6956521739130435
12,5,0.0022659199312329292,0.7931598848268224,0.8,0.9411764705882353,0.6956521739130435
12,6,0.0019212855258956552,0.7463746052252748,0.8,0.9411764705882353,0.6956521739130435
12,7,0.0017607224872335792,0.7182468742381014,0.7692307692307693,0.9375,0.6521739130434783
12,8,0.0016157268546521664,0.6811023010032198,0.717948717948718,0.875,0.6086956521739131
12,9,0.001443894230760634,0.6825620513004731,0.717948717948718,0.875,0.6086956521739131
12,10,0.001306314254179597,0.6855872955568033,0.717948717948718,0.875,0.6086956521739131
13,1,0.005679184105247259,0.8097673405750972,0.7894736842105263,1.0,0.6521739130434783
13,2,0.0036220853216946125,0.8382196585817542,0.8181818181818182,0.8571428571428571,0.782608695652174
13,3,0.002784695476293564,0.8263509837298264,0.8181818181818182,0.8571428571428571,0.782608695652174
13,4,0.002710803411900997,0.8138456974993579,0.8,0.9411764705882353,0.6956521739130435
13,5,0.002352002542465925,0.7878659621970213,0.8,0.9411764705882353,0.6956521739130435
13,6,0.00210621883161366,0.7566456796268235,0.8205128205128205,1.0,0.6956521739130435
13,7,0.001924032112583518,0.7389964332578715,0.7894736842105263,1.0,0.6521739130434783
13,8,0.0017036029603332281,0.7138847860708555,0.75,0.8823529411764706,0.6521739130434783
13,9,0.001563661266118288,0.6981475458959931,0.7368421052631579,0.9333333333333333,0.6086956521739131
13,10,0.001414122642017901,0.6988867697114161,0.7368421052631579,0.9333333333333333,0.6086956521739131
14,1,0.005128347780555487,0.7738842929040626,0.7804878048780488,0.8888888888888888,0.6956521739130435
14,2,0.004672890529036522,0.8423199135481049,0.8205128205128205,1.0,0.6956521739130435
14,3,0.0029994689393788576,0.813094156374641,0.8181818181818182,0.8571428571428571,0.782608695652174
14,4,0.003007513005286455,0.8021505685081972,0.8,0.9411764705882353,0.6956521739130435
14,5,0.0025899712927639484,0.7857911783662074,0.8,0.9411764705882353,0.6956521739130435
14,6,0.002206268021836877,0.7541617063199044,0.8,0.9411764705882353,0.6956521739130435
14,7,0.002036101883277297,0.7310378522566243,0.7894736842105263,1.0,0.6521739130434783
14,8,0.0018764793640002608,0.707074018495988,0.7567567567567568,1.0,0.6086956521739131
14,9,0.001683682668954134,0.6788001611233375,0.717948717948718,0.875,0.6086956521739131
14,10,0.0015277619240805507,0.6814109875323977,0.7368421052631579,0.9333333333333333,0.6086956521739131
15,1,0.005816813092678785,0.7747778367833259,0.7692307692307693,0.9375,0.6521739130434783
15,2,0.004230151418596506,0.8284721724254062,0.8095238095238095,0.8947368421052632,0.7391304347826086
15,3,0.003056519664824009,0.8249083759726057,0.8181818181818182,0.8571428571428571,0.782608695652174
15,4,0.003006091807037592,0.8104691710360395,0.8,0.9411764705882353,0.6956521739130435
15,5,0.0025957319885492325,0.7915067458545548,0.8,0.9411764705882353,0.6956521739130435
15,6,0.002308841794729233,0.7609343952407537,0.8,0.9411764705882353,0.6956521739130435
15,7,0.0020830403082072735,0.7448143821075468,0.8,0.9411764705882353,0.6956521739130435
15,8,0.0019426754442974925,0.7269141878536294,0.7894736842105263,1.0,0.6521739130434783
15,9,0.001824510982260108,0.6943777872613283,0.7222222222222222,1.0,0.5652173913043478
15,10,0.0016552179586142302,0.6782932916721219,0.7027027027027027,0.9285714285714286,0.5652173913043478
